asset,mean_return,median_return,std_return,min_return,max_return
BTC,0.0008335659062518476,0.0005625200189109947,0.03589898183253571,-0.5026069427414583,0.20295221522828122
ETH,0.0005258871749045733,0.0005923890098258333,0.04636659326505215,-0.5905343858695513,0.23375019374596473
